state,mp_name,mp_name_normalized,constituency,allocated_amount,allocation_level,allocation_term,allocation_term_confidence,allocation_term_evidence,source_package,source_file,source_row_number,source_record_id,allocation_is_cumulative_or_aggregate
Bihar,Dr Mohammad Jawed (17th Lok Sabha),Dr Mohammad Jawed,KISHANGANJ,96394728.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,96,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row96,True
Andhra Pradesh,Dr Sanjeev Kumar Singari (17th Lok Sabha),Dr Sanjeev Kumar Singari,KURNOOL,114656032.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,97,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row97,True
Kerala,Dr Shashi Tharoor (17th Lok Sabha),Dr Shashi Tharoor,THIRUVANANTHAPURAM,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,98,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row98,True
West Bengal,Dr Sukanta Majumdar (17th Lok Sabha),Dr Sukanta Majumdar,BALURGHAT,73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,99,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row99,True
Karnataka,Dr Umesh G Jadhav (17th Lok Sabha),Dr Umesh G Jadhav,GULBARGA(SC),142163957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,100,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row100,True
Uttar Pradesh,Dr. Vijay Kumar Singh (Retd) General,Dr. Vijay Kumar Singh (Retd) General,GHAZIABAD,73563957.46,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,101,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row101,True
Madhya Pradesh,Durga Das Uikey,Durga Das Uikey,BETUL(ST),63300030.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,102,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row102,True
Rajasthan,Dushyant Singh(17th Lok Sabha),Dushyant Singh,JHALAWAR-BARAN,133983166.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,103,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row103,True
Kerala,E T Mohammed Basheer(17th Lok Sabha),E T Mohammed Basheer,PONNANI,99662238.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,104,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row104,True
Madhya Pradesh,Faggan Singh Kulaste(17th Lok Sabha),Faggan Singh Kulaste,MANDLA(ST),71659644.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,105,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row105,True
Lakshadweep,Faizal PP Mohammed(17th Lok Sabha),Faizal PP Mohammed,LAKSHADWEEP(ST),199841805.70000002,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,106,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row106,True
Uttar Pradesh,Feroze Varun Gandhi,Feroze Varun Gandhi,PILIBHIT,73563957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,107,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row107,True
Goa,Francisco Cosme Sardinha,Francisco Cosme Sardinha,SOUTH GOA,98063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,108,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row108,True
Telangana,Gaddam Ranjith Reddy(17th Lok Sabha),Gaddam Ranjith Reddy,CHELVELLA,107153791.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,109,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row109,True
Madhya Pradesh,Gajendra Singh Patel(17th Lok Sabha),Gajendra Singh Patel,KHARGONE(ST),104777580.18,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,110,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row110,True
Rajasthan,Gajendra Singh Shekhawat(17th Lok Sabha),Gajendra Singh Shekhawat,JODHPUR,147063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,111,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row111,True
Tamil Nadu,Ganesan Selvam(17th Lok Sabha),Ganesan Selvam,KANCHEEPURAM(SC),70362000.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,112,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row112,True
Madhya Pradesh,Ganesh Singh(17th Lok Sabha),Ganesh Singh,SATNA,73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,113,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row113,True
Assam,Gaurav Gogoi,Gaurav Gogoi,Kaziranga,49063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,114,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row114,True
Delhi,Gautam Gambhir (17th Lok Sabha),Gautam Gambhir,EAST DELHI,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,115,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row115,True
Jharkhand,Geeta Kora(17th Lok Sabha),Geeta Kora,SINGHBHUM(ST),98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,116,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row116,True
Uttar Pradesh,Ghanshyam Singh Lodhi(17th Lok Sabha),Ghanshyam Singh Lodhi,RAMPUR,49063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,117,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row117,True
Bihar,Giridhari Yadav,Giridhari Yadav,BANKA,73563957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,118,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row118,True
Bihar,Giriraj Singh,Giriraj Singh,BEGUSARAI,98063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,119,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row119,True
Maharashtra,Girish Bhalchandra Bapat (Ex 17 Lok Sabha),Girish Bhalchandra Bapat,PUNE,49432826.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,120,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row120,True
Uttar Pradesh,Girish Chandra(17th Lok Sabha),Girish Chandra,NAGINA(SC),77365126.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,121,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row121,True
Andhra Pradesh,Goddeti Madhavi,Goddeti Madhavi,ARAKU(ST),97965817.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,122,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row122,True
Karnataka,Gowdar Mallikarjunappa Siddeshwara,Gowdar Mallikarjunappa Siddeshwara,DAVANAGERE,51299837.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,123,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row123,True
Chhattisgarh,Guharam Ajgalley,Guharam Ajgalley,JANJGIR CHAMPA(SC),48710679.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,124,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row124,True
Madhya Pradesh,Guman Singh Damor,Guman Singh Damor,RATLAM(ST),77166388.17,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,125,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row125,True
Madhya Pradesh,Gyaneshwar Patil(17th Lok Sabha),Gyaneshwar Patil,KHANDWA,69756360.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,126,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row126,True
Delhi,Hans Raj Hans (17th Lok Sabha),Hans Raj Hans,NORTH WEST DELHI(SC),117663957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,127,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row127,True
Gujarat,Hasmukh Bhai Soma Bhai Patel,Hasmukh Bhai Soma Bhai Patel,AHMEDABAD EAST,73563957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,128,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row128,True
Jammu And Kashmir,Hasnain Masoodi,Hasnain Masoodi,ANANTNAG,98063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,129,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row129,True
Maharashtra,Heena Vijaykumar Gavit(17th Lok Sabha),Heena Vijaykumar Gavit,NANDURBAR(ST),97247648.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,130,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row130,True
Maharashtra,Hemant Shriram Patil,Hemant Shriram Patil,HINGOLI,98063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,131,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row131,True
Maharashtra,Hemant Tukaram Godse(17th Lok Sabha),Hemant Tukaram Godse,NASHIK,92185275.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,132,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row132,True
Assam,Horen Sing Bey,Horen Sing Bey,Diphu (ST),98063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,133,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row133,True
Sikkim,Indra Hang Subba,Indra Hang Subba,SIKKIM,93060034.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,134,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row134,True
West Bengal,Jagannath Sarkar(17th Lok Sabha),Jagannath Sarkar,RANAGHAT(SC),73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,135,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row135,True
Uttar Pradesh,Jagdambika Pal(17th Lok Sabha),Jagdambika Pal,DOMARIYAGANJ,84420000.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,136,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row136,True
Uttar Pradesh,Jai Prakash(17th Lok Sabha),Jai Prakash,HARDOI (SC),73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,137,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row137,True
Maharashtra,Jaisidheshwar Shivachary Mahaswamiji,Jaisidheshwar Shivachary Mahaswamiji,SOLAPUR(SC),117663957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,138,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row138,True
Madhya Pradesh,Janardan Mishra(17th Lok Sabha),Janardan Mishra,REWA,73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,139,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row139,True
Gujarat,Jaswantsinh Sumanbhai Bhabhor,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),98063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,140,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row140,True
Andhra Pradesh,Jayadev Galla,Jayadev Galla,GUNTUR,107116748.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,141,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row141,True
Jammu And Kashmir,Jitendra Singh,Jitendra Singh,UDHAMPUR,73563957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,142,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row142,True
West Bengal,John Barla,John Barla,ALIPURDUARS(ST),98063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,143,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row143,True
Chhattisgarh,Jyotsna Charandas Mahant,Jyotsna Charandas Mahant,KORBA,47991858.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,144,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row144,True
Tamil Nadu,K Jayakumar(17th Lok Sabha),K Jayakumar,TIRUVALLUR(SC),117663957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,145,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row145,True
Tamil Nadu,K Shanmuga Sundaram(17th Lok Sabha),K Shanmuga Sundaram,POLLACHI,97880087.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,146,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row146,True
Tamil Nadu,K Subbarayan(17th Lok Sabha),K Subbarayan,TIRUPPUR,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,147,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row147,True
Rajasthan,Kailash Choudhary(17th Lok Sabha),Kailash Choudhary,BARMER,73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,148,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row148,True
Tamil Nadu,Kalanidhi Veeraswamy (17th Lok Sabha),Kalanidhi Veeraswamy,CHENNAI NORTH,117663957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,149,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row149,True
West Bengal,Kalyan Banerjee (17th Lok Sabha),Kalyan Banerjee,SREERAMPUR,73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,150,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row150,True
Uttar Pradesh,Kamlesh Paswan(17th Lok Sabha),Kamlesh Paswan,BANSGAON(SC),77497697.3,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,151,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row151,True
Rajasthan,Kanakmal Katara(17th Lok Sabha),Kanakmal Katara,BANSWARA(ST),73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,152,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row152,True
Tamil Nadu,Kani K Navas(17th Lok Sabha),Kani K Navas,RAMANATHAPURAM,117663957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,153,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row153,True
Tamil Nadu,Kanimozhi Karunanidhi,Kanimozhi Karunanidhi,THOOTHUKKUDI,98063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,154,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row154,True
Maharashtra,Kapil Moreshwar Patil(17th Lok Sabha),Kapil Moreshwar Patil,BHIWANDI,73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,155,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row155,True
Uttar Pradesh,Kaushal Kishore,Kaushal Kishore,MOHANLALGANJ(SC),49063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,156,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row156,True
Bihar,Kaushalendra Kumar,Kaushalendra Kumar,NALANDA,98063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,157,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row157,True
West Bengal,Khagen Murmu(17th Lok Sabha),Khagen Murmu,MALDAHA UTTAR,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,158,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row158,True
West Bengal,Khalilur Rahaman,Khalilur Rahaman,JANGIPUR,196063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,159,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row159,True
Andhra Pradesh,Kinjarapu Ram Mohan Naidu,Kinjarapu Ram Mohan Naidu,SRIKAKULAM,72315037.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,160,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row160,True
Arunachal Pradesh,Kiren Rijiju,Kiren Rijiju,ARUNACHAL WEST,98063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,161,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row161,True
Gujarat,Kirit Premjibhai Solanki(17th Lok Sabha),Kirit Premjibhai Solanki,AHMEDABAD WEST(SC),60128992.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,162,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row162,True
Uttar Pradesh,Kirti Vardhan Singh(17th Lok Sabha),Kirti Vardhan Singh,GONDA,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,163,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row163,True
Himachal Pradesh,Kishan Kapoor,Kishan Kapoor,KANGRA,79124119.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,164,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row164,True
Telangana,Kishan Reddy Gangapuram(17th Lok Sabha),Kishan Reddy Gangapuram,SECUNDERABAD,127804716.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,165,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row165,True
